Paper_Name,Total_cite_count,Publish_year,Authors,Publication_date,Book_chapter,Pages,Publisher,cite_in_2000,cite_in_2001,cite_in_2002,cite_in_2003,cite_in_2004,cite_in_2005,cite_in_2006,cite_in_2007,cite_in_2008,cite_in_2009,cite_in_2010,cite_in_2011,cite_in_2012,cite_in_2013,cite_in_2014,cite_in_2015,cite_in_2016,cite_in_2017,cite_in_2018,cite_in_2019
Learning based no reference algorithm for dropped frame identification in uncompressed video,3,2016,"Manish K Thakur, Vikas Saxena, JP Gupta",2016,Information Systems Design and Intelligent Applications,451-459,"Springer, New Delhi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
